hsa00010,Glycolysis / Gluconeogenesis
9063,PIAS2
10401,PIAS3
51588,PIAS4
2273,FHL1
5781,PTPN11
2885,GRB2
6654,SOS1
6655,SOS2
3265,HRAS
5894,RAF1
5290,PIK3CA
5293,PIK3CD
5291,PIK3CB
5295,PIK3R1
5296,PIK3R2
8503,PIK3R3
207,AKT1
208,AKT2
10000,AKT3
2475,MTOR
hsa04640,Hematopoietic cell lineage
4254,KITLG
3574,IL7
3565,IL4
1437,CSF2
2323,FLT3LG
3567,IL5
1440,CSF3
3562,IL3
3569,IL6
3589,IL11
3552,IL1A
3553,IL1B
7124,TNF
1435,CSF1
2056,EPO
7066,THPO
947,CD34
2322,FLT3
1791,DNTT
3108,HLA-DMA
3109,HLA-DMB
3111,HLA-DOA
3112,HLA-DOB
3113,HLA-DPA1
3115,HLA-DPB1
3117,HLA-DQA1
3118,HLA-DQA2
3119,HLA-DQB1
3122,HLA-DRA
3123,HLA-DRB1
3125,HLA-DRB3
3126,HLA-DRB4
3127,HLA-DRB5
960,CD44
3815,KIT
3559,IL2RA
3575,IL7R
7037,TFRC
952,CD38
924,CD7
914,CD2
921,CD5
909,CD1A
910,CD1B
911,CD1C
912,CD1D
913,CD1E
920,CD4
925,CD8A
926,CD8B
915,CD3D
916,CD3E
917,CD3G
4311,MME
928,CD9
930,CD19
933,CD22
100133941,CD24
931,MS4A1
1380,CR2
951,CD37
102723407,IGH
2208,FCER2
1378,CR1
1438,CSF2RA
3563,IL3RA
945,CD33
3566,IL4R
3570,IL6R
2209,FCGR1A
1436,CSF1R
290,ANPEP
3684,ITGAM
929,CD14
3581,IL9R
3554,IL1R1
7850,IL1R2
1441,CSF3R
3568,IL5RA
2057,EPOR
948,CD36
2993,GYPA
1604,CD55
966,CD59
3590,IL11RA
3690,ITGB3
3674,ITGA2B
2815,GP9
2811,GP1BA
2812,GP1BB
2814,GP5
3672,ITGA1
3673,ITGA2
3675,ITGA3
3676,ITGA4
3678,ITGA5
3655,ITGA6
hsa04650,Natural killer cell mediated cytotoxicity
3105,HLA-A
3106,HLA-B
3107,HLA-C
3135,HLA-G
3133,HLA-E
3812,KIR3DL2
3811,KIR3DL1
3803,KIR2DL2
3802,KIR2DL1
3804,KIR2DL3
3805,KIR2DL4
57292,KIR2DL5A
3821,KLRC1
3822,KLRC2
3823,KLRC3
3824,KLRD1
5777,PTPN6
5781,PTPN11
3383,ICAM1
3384,ICAM2
3683,ITGAL
3689,ITGB2
2185,PTK2B
10451,VAV3
7409,VAV1
7410,VAV2
5879,RAC1
5880,RAC2
5881,RAC3
5058,PAK1
5604,MAP2K1
5605,MAP2K2
5594,MAPK1
5595,MAPK3
7124,TNF
1437,CSF2
3458,IFNG
3806,KIR2DS1
3808,KIR2DS3
3809,KIR2DS4
3810,KIR2DS5
100132285,KIR2DS2
9436,NCR2
7305,TYROBP
3932,LCK
102723407,IGH
2214,FCGR3A
2215,FCGR3B
9437,NCR1
259197,NCR3
2207,FCER1G
919,CD247
7535,ZAP70
6850,SYK
3937,LCP2
27040,LAT
5335,PLCG1
5336,PLCG2
6452,SH3BP2
5290,PIK3CA
5293,PIK3CD
5291,PIK3CB
5295,PIK3R1
5296,PIK3R2
8503,PIK3R3
2534,FYN
6464,SHC1
25759,SHC2
53358,SHC3
399694,SHC4
2885,GRB2
6654,SOS1
6655,SOS2
3265,HRAS
3845,KRAS
4893,NRAS
369,ARAF
673,BRAF
5894,RAF1
4277,MICB
100507436,MICA
80329,ULBP1
80328,ULBP2
79465,ULBP3
353091,RAET1G
154064,RAET1L
135250,RAET1E
22914,KLRK1
100528032,KLRC4-KLRK1
10870,HCST
962,CD48
51744,CD244
5530,PPP3CA
5532,PPP3CB
5533,PPP3CC
5534,PPP3R1
5535,PPP3R2
4772,NFATC1
4773,NFATC2
5578,PRKCA
5579,PRKCB
5582,PRKCG
117157,SH2D1B
4068,SH2D1A
3459,IFNGR1
3460,IFNGR2
3439,IFNA1
3440,IFNA2
3441,IFNA4
3442,IFNA5
3443,IFNA6
3444,IFNA7
3445,IFNA8
3446,IFNA10
3447,IFNA13
3448,IFNA14
3449,IFNA16
3451,IFNA17
3452,IFNA21
3456,IFNB1
3454,IFNAR1
3455,IFNAR2
8743,TNFSF10
8797,TNFRSF10A
8795,TNFRSF10B
356,FASLG
355,FAS
3002,GZMB
5551,PRF1
836,CASP3
637,BID
hsa04657,IL-17 signaling pathway
64806,IL25
23765,IL17RA
55540,IL17RB
8717,TRADD
8772,FADD
836,CASP3
841,CASP8
10758,TRAF3IP2
7189,TRAF6
4790,NFKB1
5970,RELA
2353,FOS
2354,FOSB
3725,JUN
3727,JUND
8061,FOSL1
3565,IL4
3567,IL5
3596,IL13
6361,CCL17
6356,CCL11
3605,IL17A
112744,IL17F
84818,IL17RC
7187,TRAF3
51433,ANAPC5
7128,TNFAIP3
3320,HSP90AA1
3326,HSP90AB1
7184,HSP90B1
29110,TBK1
23118,TAB2
257397,TAB3
6885,MAP3K7
8517,IKBKG
1147,CHUK
3551,IKBKB
4792,NFKBIA
5600,MAPK11
6300,MAPK12
5603,MAPK13
1432,MAPK14
5599,MAPK8
5602,MAPK10
5601,MAPK9
5594,MAPK1
5595,MAPK3
5596,MAPK4
5597,MAPK6
5598,MAPK7
225689,MAPK15
1051,CEBPB
9618,TRAF4
9641,IKBKE
29761,USP25
7188,TRAF5
7186,TRAF2
6426,SRSF1
1994,ELAVL1
2932,GSK3B
2919,CXCL1
2920,CXCL2
2921,CXCL3
6374,CXCL5
6372,CXCL6
3576,CXCL8
3627,CXCL10
6347,CCL2
6354,CCL7
6364,CCL20
3569,IL6
7124,TNF
5743,PTGS2
1440,CSF3
1437,CSF2
1673,DEFB4A
100289462,DEFB4B
4586,MUC5AC
727897,MUC5B
6278,S100A7
6279,S100A8
6280,S100A9
3934,LCN2
4312,MMP1
4314,MMP3
4318,MMP9
4322,MMP13
27189,IL17C
132014,IL17RE
3553,IL1B
3458,IFNG
27190,IL17B
53342,IL17D
hsa04658,Th1 and Th2 cell differentiation
10683,DLL3
28514,DLL1
54567,DLL4
4854,NOTCH3
55534,MAML3
84441,MAML2
9794,MAML1
11317,RBPJL
3516,RBPJ
4790,NFKB1
5970,RELA
3458,IFNG
3459,IFNGR1
3460,IFNGR2
3716,JAK1
3717,JAK2
6772,STAT1
3592,IL12A
3593,IL12B
3594,IL12RB1
3595,IL12RB2
7297,TYK2
6775,STAT4
30009,TBX21
864,RUNX3
3108,HLA-DMA
3109,HLA-DMB
3111,HLA-DOA
3112,HLA-DOB
3113,HLA-DPA1
3115,HLA-DPB1
3117,HLA-DQA1
3118,HLA-DQA2
3119,HLA-DQB1
3122,HLA-DRA
3123,HLA-DRB1
3125,HLA-DRB3
3126,HLA-DRB4
3127,HLA-DRB5
920,CD4
3932,LCK
916,CD3E
917,CD3G
919,CD247
915,CD3D
7535,ZAP70
27040,LAT
5335,PLCG1
5530,PPP3CA
5532,PPP3CB
5533,PPP3CC
5534,PPP3R1
5535,PPP3R2
4772,NFATC1
4773,NFATC2
4775,NFATC3
5588,PRKCQ
1147,CHUK
3551,IKBKB
8517,IKBKG
4792,NFKBIA
4793,NFKBIB
4794,NFKBIE
5594,MAPK1
5595,MAPK3
2353,FOS
5600,MAPK11
6300,MAPK12
5603,MAPK13
1432,MAPK14
5599,MAPK8
5602,MAPK10
5601,MAPK9
3725,JUN
3558,IL2
3559,IL2RA
3560,IL2RB
3561,IL2RG
3718,JAK3
6776,STAT5A
6777,STAT5B
3565,IL4
3566,IL4R
6778,STAT6
2625,GATA3
3567,IL5
3596,IL13
4094,MAF
182,JAG1
3714,JAG2
4851,NOTCH1
4853,NOTCH2
hsa04659,Th17 cell differentiation
3553,IL1B
3554,IL1R1
3556,IL1RAP
5600,MAPK11
6300,MAPK12
5603,MAPK13
1432,MAPK14
2475,MTOR
3662,IRF4
7040,TGFB1
7046,TGFBR1
7048,TGFBR2
4087,SMAD2
4088,SMAD3
4089,SMAD4
59067,IL21
50615,IL21R
3561,IL2RG
3716,JAK1
3718,JAK3
3569,IL6
3570,IL6R
3572,IL6ST
3717,JAK2
51561,IL23A
149233,IL23R
3594,IL12RB1
7297,TYK2
6774,STAT3
6097,RORC
6095,RORA
3091,HIF1A
3320,HSP90AA1
3326,HSP90AB1
196,AHR
3605,IL17A
112744,IL17F
50616,IL22
3108,HLA-DMA
3109,HLA-DMB
3111,HLA-DOA
3112,HLA-DOB
3113,HLA-DPA1
3115,HLA-DPB1
3117,HLA-DQA1
3118,HLA-DQA2
3119,HLA-DQB1
3122,HLA-DRA
3123,HLA-DRB1
3125,HLA-DRB3
3126,HLA-DRB4
3127,HLA-DRB5
920,CD4
3932,LCK
916,CD3E
917,CD3G
919,CD247
915,CD3D
7535,ZAP70
27040,LAT
5335,PLCG1
5530,PPP3CA
5532,PPP3CB
5533,PPP3CC
5534,PPP3R1
5535,PPP3R2
4772,NFATC1
4773,NFATC2
4775,NFATC3
5588,PRKCQ
1147,CHUK
3551,IKBKB
8517,IKBKG
4792,NFKBIA
4793,NFKBIB
4794,NFKBIE
4790,NFKB1
5970,RELA
5594,MAPK1
5595,MAPK3
2353,FOS
5599,MAPK8
5602,MAPK10
5601,MAPK9
3725,JUN
3565,IL4
3566,IL4R
6778,STAT6
2625,GATA3
861,RUNX1
53342,IL17D
9466,IL27RA
3458,IFNG
3459,IFNGR1
3460,IFNGR2
6772,STAT1
30009,TBX21
3558,IL2
3559,IL2RA
3560,IL2RB
6776,STAT5A
6777,STAT5B
50943,FOXP3
5914,RARA
6256,RXRA
6257,RXRB
6258,RXRG
hsa04660,T cell receptor signaling pathway
915,CD3D
916,CD3E
917,CD3G
919,CD247
920,CD4
925,CD8A
926,CD8B
5788,PTPRC
3932,LCK
2534,FYN
7535,ZAP70
3937,LCP2
27040,LAT
3702,ITK
7006,TEC
4690,NCK1
8440,NCK2
10451,VAV3
7409,VAV1
7410,VAV2
9402,GRAP2
2885,GRB2
5058,PAK1
5062,PAK2
5063,PAK3
10298,PAK4
57144,PAK5
56924,PAK6
106821730,BUB1B-PAK6
387,RHOA
998,CDC42
1739,DLG1
5600,MAPK11
6300,MAPK12
5603,MAPK13
1432,MAPK14
5335,PLCG1
5530,PPP3CA
5532,PPP3CB
5533,PPP3CC
5534,PPP3R1
5535,PPP3R2
4772,NFATC1
4773,NFATC2
4775,NFATC3
6654,SOS1
6655,SOS2
10125,RASGRP1
3265,HRAS
3845,KRAS
4893,NRAS
5894,RAF1
5604,MAP2K1
5605,MAP2K2
5594,MAPK1
5595,MAPK3
2353,FOS
3725,JUN
5588,PRKCQ
84433,CARD11
8915,BCL10
10892,MALT1
6885,MAP3K7
5609,MAP2K7
1147,CHUK
3551,IKBKB
8517,IKBKG
4790,NFKB1
5970,RELA
4792,NFKBIA
4793,NFKBIB
4794,NFKBIE
940,CD28
29851,ICOS
959,CD40LG
5295,PIK3R1
5296,PIK3R2
8503,PIK3R3
5290,PIK3CA
5293,PIK3CD
5291,PIK3CB
5170,PDPK1
207,AKT1
208,AKT2
10000,AKT3
1326,MAP3K8
9020,MAP3K14
2932,GSK3B
5133,PDCD1
1493,CTLA4
5777,PTPN6
868,CBLB
3558,IL2
3565,IL4
3567,IL5
3586,IL10
3458,IFNG
1437,CSF2
7124,TNF
1019,CDK4
5601,MAPK9
hsa04662,B cell receptor signaling pathway
102723407,IGH
973,CD79A
974,CD79B
4067,LYN
6850,SYK
695,BTK
27071,DAPP1
29760,BLNK
10451,VAV3
7409,VAV1
7410,VAV2
5879,RAC1
5880,RAC2
5881,RAC3
5336,PLCG2
5530,PPP3CA
5532,PPP3CB
5533,PPP3CC
5534,PPP3R1
5535,PPP3R2
4772,NFATC1
4773,NFATC2
4775,NFATC3
2885,GRB2
6654,SOS1
6655,SOS2
25780,RASGRP3
3265,HRAS
3845,KRAS
4893,NRAS
5894,RAF1
5604,MAP2K1
5605,MAP2K2
5594,MAPK1
5595,MAPK3
2353,FOS
3725,JUN
5579,PRKCB
84433,CARD11
8915,BCL10
10892,MALT1
1147,CHUK
3551,IKBKB
8517,IKBKG
4790,NFKB1
5970,RELA
4792,NFKBIA
4793,NFKBIB
4794,NFKBIE
8519,IFITM1
975,CD81
930,CD19
1380,CR2
5295,PIK3R1
5296,PIK3R2
8503,PIK3R3
5290,PIK3CA
5293,PIK3CD
5291,PIK3CB
207,AKT1
208,AKT2
10000,AKT3
2932,GSK3B
2213,FCGR2B
3635,INPP5D
3636,INPPL1
933,CD22
971,CD72
5777,PTPN6
118788,PIK3AP1
11025,LILRB3
hsa04664,Fc epsilon RI signaling pathway
102723407,IGH
2205,FCER1A
2206,MS4A2
2207,FCER1G
6850,SYK
4067,LYN
695,BTK
3635,INPP5D
5335,PLCG1
5336,PLCG2
5578,PRKCA
5290,PIK3CA
5293,PIK3CD
5291,PIK3CB
5295,PIK3R1
5296,PIK3R2
8503,PIK3R3
5170,PDPK1
207,AKT1
208,AKT2
10000,AKT3
5879,RAC1
5880,RAC2
5881,RAC3
6416,MAP2K4
5609,MAP2K7
5606,MAP2K3
5608,MAP2K6
5599,MAPK8
5602,MAPK10
5601,MAPK9
5600,MAPK11
6300,MAPK12
5603,MAPK13
1432,MAPK14
3565,IL4
3596,IL13
3562,IL3
3567,IL5
1437,CSF2
7124,TNF
3937,LCP2
10451,VAV3
7409,VAV1
7410,VAV2
2534,FYN
9846,GAB2
27040,LAT
2885,GRB2
6654,SOS1
6655,SOS2
3265,HRAS
3845,KRAS
4893,NRAS
5894,RAF1
5604,MAP2K1
5605,MAP2K2
5594,MAPK1
5595,MAPK3
123745,PLA2G4E
5321,PLA2G4A
8681,JMJD7-PLA2G4B
100137049,PLA2G4B
8605,PLA2G4C
283748,PLA2G4D
255189,PLA2G4F
240,ALOX5
241,ALOX5AP
hsa04666,Fc gamma R-mediated phagocytosis
102723407,IGH
2209,FCGR1A
2212,FCGR2A
5788,PTPRC
3055,HCK
4067,LYN
6850,SYK
5290,PIK3CA
5293,PIK3CD
5291,PIK3CB
5295,PIK3R1
5296,PIK3R2
8503,PIK3R3
207,AKT1
208,AKT2
10000,AKT3
6198,RPS6KB1
6199,RPS6KB2
5335,PLCG1
5336,PLCG2
5580,PRKCD
5581,PRKCE
5894,RAF1
5604,MAP2K1
5594,MAPK1
5595,MAPK3
4082,MARCKS
65108,MARCKSL1
5337,PLD1
5338,PLD2
8611,PLPP1
8613,PLPP3
8612,PLPP2
8877,SPHK1
56848,SPHK2
5578,PRKCA
5579,PRKCB
5582,PRKCG
653361,NCF1
2934,GSN
85477,SCIN
10451,VAV3
7409,VAV1
7410,VAV2
998,CDC42
7454,WAS
8976,WASL
7408,VASP
10092,ARPC5
81873,ARPC5L
10093,ARPC4
10094,ARPC3
10095,ARPC1B
10552,ARPC1A
10109,ARPC2
5879,RAC1
5880,RAC2
8936,WASF1
10163,WASF2
10810,WASF3
5058,PAK1
3984,LIMK1
3985,LIMK2
1072,CFL1
1073,CFL2
23396,PIP5K1C
8394,PIP5K1A
8395,PIP5K1B
382,ARF6
1398,CRK
1399,CRKL
1794,DOCK2
50807,ASAP1
55616,ASAP3
8853,ASAP2
2213,FCGR2B
3635,INPP5D
3636,INPPL1
9846,GAB2
27040,LAT
273,AMPH
274,BIN1
4651,MYO10
100137049,PLA2G4B
123745,PLA2G4E
1785,DNM2
2214,FCGR3A
255189,PLA2G4F
283748,PLA2G4D
5321,PLA2G4A
8398,PLA2G6
hsa04668,TNF signaling pathway
7124,TNF
7132,TNFRSF1A
9530,BAG4
8717,TRADD
7186,TRAF2
7188,TRAF5
8737,RIPK1
329,BIRC2
330,BIRC3
6885,MAP3K7
10454,TAB1
23118,TAB2
257397,TAB3
6416,MAP2K4
5609,MAP2K7
5599,MAPK8
5602,MAPK10
5601,MAPK9
3725,JUN
2353,FOS
83737,ITCH
8837,CFLAR
5606,MAP2K3
5608,MAP2K6
5600,MAPK11
6300,MAPK12
5603,MAPK13
1432,MAPK14
1051,CEBPB
4217,MAP3K5
9020,MAP3K14
8517,IKBKG
3551,IKBKB
1147,CHUK
4792,NFKBIA
5970,RELA
4790,NFKB1
1326,MAP3K8
5604,MAP2K1
5594,MAPK1
5595,MAPK3
9252,RPS6KA5
8986,RPS6KA4
1385,CREB1
10488,CREB3
90993,CREB3L1
64764,CREB3L2
84699,CREB3L3
148327,CREB3L4
1386,ATF2
468,ATF4
9586,CREB5
1388,ATF6B
11035,RIPK3
197259,MLKL
192111,PGAM5
10059,DNM1L
8772,FADD
841,CASP8
843,CASP10
840,CASP7
836,CASP3
6347,CCL2
6352,CCL5
6364,CCL20
2919,CXCL1
2920,CXCL2
2921,CXCL3
3627,CXCL10
6376,CX3CL1
1435,CSF1
1437,CSF2
355,FAS
8809,IL18R1
182,JAG1
3553,IL1B
3569,IL6
3600,IL15
3976,LIF
4049,LTA
602,BCL3
9021,SOCS3
7128,TNFAIP3
7185,TRAF1
3726,JUNB
4314,MMP3
4318,MMP9
4323,MMP14
1906,EDN1
64127,NOD2
3383,ICAM1
6401,SELE
7412,VCAM1
5743,PTGS2
7133,TNFRSF1B
7187,TRAF3
5290,PIK3CA
5293,PIK3CD
5291,PIK3CB
5295,PIK3R1
5296,PIK3R2
8503,PIK3R3
207,AKT1
208,AKT2
10000,AKT3
153090,DAB2IP
3659,IRF1
3456,IFNB1
6374,CXCL5
7424,VEGFC
hsa04670,Leukocyte transendothelial migration
83700,JAM3
3684,ITGAM
3689,ITGB2
58494,JAM2
3676,ITGA4
3688,ITGB1
5175,PECAM1
4267,CD99
3683,ITGAL
50848,F11R
1003,CDH5
1364,CLDN4
1365,CLDN3
1366,CLDN7
149461,CLDN19
10686,CLDN16
23562,CLDN14
24146,CLDN15
26285,CLDN17
49861,CLDN20
5010,CLDN11
51208,CLDN18
53842,CLDN22
7122,CLDN5
9071,CLDN10
9073,CLDN8
9074,CLDN6
9075,CLDN2
9076,CLDN1
9080,CLDN9
137075,CLDN23
644672,CLDN25
100132463,CLDN24
100506658,OCLN
90952,ESAM
7412,VCAM1
7430,EZR
4478,MSN
60,ACTB
71,ACTG1
5290,PIK3CA
5293,PIK3CD
5291,PIK3CB
5295,PIK3R1
5296,PIK3R2
8503,PIK3R3
5879,RAC1
1536,CYBB
1535,CYBA
4688,NCF2
653361,NCF1
4689,NCF4
1499,CTNNB1
1500,CTNND1
29119,CTNNA3
1495,CTNNA1
1496,CTNNA2
5781,PTPN11
4313,MMP2
4318,MMP9
5600,MAPK11
6300,MAPK12
5603,MAPK13
1432,MAPK14
3383,ICAM1
5335,PLCG1
5336,PLCG2
5578,PRKCA
5579,PRKCB
5582,PRKCG
5747,PTK2
5829,PXN
9564,BCAR1
7070,THY1
2909,ARHGAP35
394,ARHGAP5
387,RHOA
6093,ROCK1
9475,ROCK2
4633,MYL2
4636,MYL5
58498,MYL7
10398,MYL9
93408,MYL10
103910,MYL12B
10627,MYL12A
29895,MYLPF
4301,AFDN
5906,RAP1A
5908,RAP1B
6494,SIPA1
7408,VASP
87,ACTN1
81,ACTN4
7414,VCL
6387,CXCL12
7852,CXCR4
2770,GNAI1
2773,GNAI3
2771,GNAI2
10411,RAPGEF3
11069,RAPGEF4
83593,RASSF5
2185,PTK2B
3702,ITK
7294,TXK
10451,VAV3
7409,VAV1
7410,VAV2
5880,RAC2
998,CDC42
399,RHOH
hsa04672,Intestinal immune network for IgA production
941,CD80
942,CD86
3108,HLA-DMA
3109,HLA-DMB
3111,HLA-DOA
3112,HLA-DOB
3113,HLA-DPA1
3115,HLA-DPB1
3117,HLA-DQA1
3118,HLA-DQA2
3119,HLA-DQB1
3122,HLA-DRA
3123,HLA-DRB1
3125,HLA-DRB3
3126,HLA-DRB4
3127,HLA-DRB5
940,CD28
3558,IL2
3565,IL4
3567,IL5
3569,IL6
3586,IL10
7040,TGFB1
8741,TNFSF13
10673,TNFSF13B
23495,TNFRSF13B
608,TNFRSF17
115650,TNFRSF13C
102723407,IGH
57379,AICDA
958,CD40
959,CD40LG
29851,ICOS
23308,ICOSLG
102723996,Not Found
10803,CCR9
3676,ITGA4
3695,ITGB7
6387,CXCL12
7852,CXCR4
56477,CCL28
2826,CCR10
6370,CCL25
8174,MADCAM1
4055,LTBR
9020,MAP3K14
3600,IL15
3601,IL15RA
5284,PIGR
hsa04710,Circadian rhythm
1453,CSNK1D
1454,CSNK1E
102800317,TPTEP2-CSNK1E
5187,PER1
8864,PER2
8863,PER3
1407,CRY1
1408,CRY2
406,ARNTL
9575,CLOCK
4862,NPAS2
9572,NR1D1
6095,RORA
6096,RORB
6097,RORC
8553,BHLHE40
79365,BHLHE41
9978,RBX1
8454,CUL1
6500,SKP1
8945,BTRC
23291,FBXW11
26224,FBXL3
5562,PRKAA1
5563,PRKAA2
5564,PRKAB1
5565,PRKAB2
5571,PRKAG1
53632,PRKAG3
51422,PRKAG2
1385,CREB1
hsa04713,Circadian entrainment
2902,GRIN1
2903,GRIN2A
2904,GRIN2B
2905,GRIN2C
2906,GRIN2D
810,CALML3
805,CALM2
808,CALM3
801,CALM1
163688,CALML6
51806,CALML5
91860,CALML4
815,CAMK2A
817,CAMK2D
816,CAMK2B
818,CAMK2G
4842,NOS1
5594,MAPK1
5595,MAPK3
9252,RPS6KA5
1385,CREB1
3708,ITPR1
3710,ITPR3
6261,RYR1
6262,RYR2
6263,RYR3
9722,NOS1AP
51655,RASD1
2770,GNAI1
2773,GNAI3
2771,GNAI2
2775,GNAO1
2782,GNB1
2783,GNB2
2784,GNB3
59345,GNB4
10681,GNB5
54331,GNG2
2785,GNG3
2786,GNG4
2787,GNG5
2788,GNG7
94235,GNG8
2790,GNG10
2791,GNG11
55970,GNG12
51764,GNG13
2792,GNGT1
2793,GNGT2
2890,GRIA1
2891,GRIA2
2892,GRIA3
2893,GRIA4
8913,CACNA1G
8912,CACNA1H
8911,CACNA1I
116,ADCYAP1
117,ADCYAP1R1
2778,GNAS
107,ADCY1
108,ADCY2
109,ADCY3
196883,ADCY4
111,ADCY5
112,ADCY6
113,ADCY7
114,ADCY8
115,ADCY9
55811,ADCY10
5566,PRKACA
5567,PRKACB
5568,PRKACG
2977,GUCY1A2
2982,GUCY1A1
2983,GUCY1B1
5592,PRKG1
5593,PRKG2
775,CACNA1C
776,CACNA1D
4544,MTNR1B
4543,MTNR1A
2776,GNAQ
23236,PLCB1
5330,PLCB2
5331,PLCB3
5332,PLCB4
5578,PRKCA
5579,PRKCB
5582,PRKCG
3760,KCNJ3
3762,KCNJ5
3763,KCNJ6
3765,KCNJ9
5187,PER1
8864,PER2
8863,PER3
2353,FOS
hsa04714,Thermogenesis
155,ADRB3
2778,GNAS
107,ADCY1
108,ADCY2
109,ADCY3
196883,ADCY4
111,ADCY5
112,ADCY6
113,ADCY7
114,ADCY8
115,ADCY9
55811,ADCY10
5566,PRKACA
5567,PRKACB
5568,PRKACG
1385,CREB1
10488,CREB3
90993,CREB3L1
64764,CREB3L2
84699,CREB3L3
148327,CREB3L4
9586,CREB5
63976,PRDM16
9658,ZNF516
23028,KDM1A
7350,UCP1
55818,KDM3A
51780,KDM3B
6595,SMARCA2
6597,SMARCA4
6598,SMARCB1
6599,SMARCC1
6601,SMARCC2
6602,SMARCD1
6603,SMARCD2
6604,SMARCD3
6605,SMARCE1
60,ACTB
71,ACTG1
86,ACTL6A
51412,ACTL6B
57492,ARID1B
8289,ARID1A
8193,DPF1
8110,DPF3
5468,PPARG
4217,MAP3K5
5606,MAP2K3
5600,MAPK11
6300,MAPK12
5603,MAPK13
1432,MAPK14
10891,PPARGC1A
1386,ATF2
51548,SIRT6
26291,FGF21
5346,PLIN1
3991,LIPE
57104,PNPLA2
11343,MGLL
5562,PRKAA1
5563,PRKAA2
5564,PRKAB1
5565,PRKAB2
5571,PRKAG1
53632,PRKAG3
51422,PRKAG2
2641,GCG
656,BMP8B
353500,BMP8A
1268,CNR1
4878,NPPA
4879,NPPB
4881,NPR1
5592,PRKG1
5593,PRKG2
152831,KLB
2260,FGFR1
10818,FRS2
2885,GRB2
6654,SOS1
6655,SOS2
3265,HRAS
3845,KRAS
4893,NRAS
6197,RPS6KA3
6195,RPS6KA1
6196,RPS6KA2
27330,RPS6KA6
7248,TSC1
7249,TSC2
6009,RHEB
57521,RPTOR
2475,MTOR
64223,MLST8
84335,AKT1S1
6198,RPS6KB1
6199,RPS6KB2
6194,RPS6
23305,ACSL6
2182,ACSL4
2180,ACSL1
51703,ACSL5
2181,ACSL3
4535,ND1
4536,ND2
4537,ND3
4538,ND4
4539,ND4L
4540,ND5
4541,ND6
4719,NDUFS1
4720,NDUFS2
4722,NDUFS3
4724,NDUFS4
4725,NDUFS5
4726,NDUFS6
374291,NDUFS7
4728,NDUFS8
4723,NDUFV1
4729,NDUFV2
4731,NDUFV3
4694,NDUFA1
4695,NDUFA2
4696,NDUFA3
4697,NDUFA4
56901,NDUFA4L2
4698,NDUFA5
4700,NDUFA6
4701,NDUFA7
4702,NDUFA8
4704,NDUFA9
4705,NDUFA10
4706,NDUFAB1
126328,NDUFA11
55967,NDUFA12
51079,NDUFA13
4707,NDUFB1
4708,NDUFB2
4709,NDUFB3
4710,NDUFB4
4711,NDUFB5
4712,NDUFB6
4713,NDUFB7
4714,NDUFB8
4715,NDUFB9
4716,NDUFB10
54539,NDUFB11
4717,NDUFC1
4718,NDUFC2
100532726,NDUFC2-KCTD14
51103,NDUFAF1
91942,NDUFAF2
25915,NDUFAF3
29078,NDUFAF4
79133,NDUFAF5
137682,NDUFAF6
55471,NDUFAF7
6389,SDHA
6390,SDHB
6391,SDHC
6392,SDHD
7386,UQCRFS1
4519,CYTB
1537,CYC1
7384,UQCRC1
7385,UQCRC2
7388,UQCRH
440567,UQCRHL
7381,UQCRB
27089,UQCRQ
29796,UQCR10
10975,UQCR11
4512,COX1
4513,COX2
4514,COX3
84701,COX4I2
1327,COX4I1
9377,COX5A
1329,COX5B
1337,COX6A1
1339,COX6A2
1340,COX6B1
125965,COX6B2
1345,COX6C
1346,COX7A1
1347,COX7A2
9167,COX7A2L
1349,COX7B
170712,COX7B2
1350,COX7C
341947,COX8C
1351,COX8A
1352,COX10
1353,COX11
84987,COX14
1355,COX15
51241,COX16
10063,COX17
285521,COX18
90639,COX19
116228,COX20
55744,COA1
28958,COA3
51287,COA4
493753,COA5
388753,COA6
65260,COA7
498,ATP5F1A
506,ATP5F1B
509,ATP5F1C
513,ATP5F1D
514,ATP5F1E
539,ATP5PO
4508,ATP6
515,ATP5PB
516,ATP5MC1
517,ATP5MC2
518,ATP5MC3
10476,ATP5PD
521,ATP5ME
9551,ATP5MF
522,ATP5PF
4509,ATP8
10632,ATP5MG
1376,CPT2
123096,SLC25A29
788,SLC25A20
1374,CPT1A
1375,CPT1B
126129,CPT1C
hsa04720,Long-term potentiation
2890,GRIA1
2891,GRIA2
107,ADCY1
114,ADCY8
5566,PRKACA
5567,PRKACB
5568,PRKACG
5502,PPP1R1A
5499,PPP1CA
5500,PPP1CB
5501,PPP1CC
815,CAMK2A
817,CAMK2D
816,CAMK2B
818,CAMK2G
10411,RAPGEF3
5906,RAP1A
5908,RAP1B
5530,PPP3CA
5532,PPP3CB
5533,PPP3CC
5534,PPP3R1
5535,PPP3R2
2902,GRIN1
2903,GRIN2A
2904,GRIN2B
2905,GRIN2C
2906,GRIN2D
775,CACNA1C
810,CALML3
805,CALM2
808,CALM3
801,CALM1
163688,CALML6
51806,CALML5
91860,CALML4
1387,CREBBP
2033,EP300
468,ATF4
814,CAMK4
3265,HRAS
3845,KRAS
4893,NRAS
369,ARAF
673,BRAF
5894,RAF1
5604,MAP2K1
5605,MAP2K2
5594,MAPK1
5595,MAPK3
6197,RPS6KA3
6195,RPS6KA1
6196,RPS6KA2
27330,RPS6KA6
