mmu00010,Glycolysis / Gluconeogenesis
382985,Rrm2b
20135,Rrm2
mmu00500,Starch and sucrose metabolism
232714,Mgam
14387,Gaa
76051,Not Found
69983,Sis
216558,Ugp2
18605,Enpp1
209558,Enpp3
14936,Gys1
232493,Gys2
27357,Gyg
74185,Gbe1
19309,Pygm
110078,Pygb
110095,Pygl
77559,Agl
11722,Amy1
100043684,Amy2a4
109959,Amy2a5
100043688,Amy2a2
100043686,Amy2a3
58866,Treh
72157,Pgm1
66681,Pgm2
15277,Hk2
212032,Hk3
15275,Hk1
216019,Hkdc1
103988,Gck
14377,G6pc
14378,G6pc2
68401,G6pc3
70974,Pgm2l1
14751,Gpi1
mmu00510,N-Glycan biosynthesis
57357,Srd5a3
227697,Dolk
13478,Dpagt1
66248,Alg5
320302,Glt28d2
67574,Alg13
66789,Alg14
13480,Dpm1
13481,Dpm2
68563,Dpm3
208211,Alg1
56737,Alg2
207958,Alg11
208624,Alg3
102580,Alg9
223774,Alg12
320438,Alg6
381903,Alg8
380959,Alg10b
16430,Stt3a
68292,Stt3b
103963,Rpn1
20014,Rpn2
13135,Dad1
80286,Tusc3
13200,Ddost
57170,Dolpp1
57377,Mogs
14376,Ganab
227619,Man1b1
17155,Man1a
17156,Man1a2
230815,Man1c1
17308,Mgat1
17158,Man2a1
140481,Man2a2
217664,Mgat2
53618,Fut8
14595,B4galt1
53418,B4galt2
57370,B4galt3
20440,St6gal1
240119,St6gal2
17309,Mgat3
103534,Mgat4b
269181,Mgat4a
67555,Mgat4d
107895,Mgat5
268510,Mgat5b
67569,Mgat4c
mmu00511,Other glycan degradation
18010,Neu1
50877,Neu3
241159,Neu4
23956,Neu2
12091,Glb1
15211,Hexa
15212,Hexb
238023,Hexdc
73744,Man2c1
17159,Man2b1
17160,Man2b2
110173,Manba
217364,Engase
71665,Fuca1
66848,Fuca2
11593,Aga
14466,Gba
230101,Gba2
mmu00512,Mucin type O-glycan biosynthesis
14423,Galnt1
171212,Galnt10
108760,Galnt16
207839,Galnt6
108150,Galnt7
241391,Galnt5
212996,Galnt17
230145,Galnt12
271786,Galnt13
108148,Galnt2
14426,Galnt4
233733,Galnt18
71685,Galnt14
67909,Galntl5
14425,Galnt3
231050,Galnt11
78754,Galnt15
270049,Galntl6
94192,C1galt1
59048,C1galt1c1
14537,Gcnt1
72077,Gcnt3
218476,Gcnt4
20442,St3gal1
20444,St3gal2
20445,St6galnac1
272411,B3gnt6
56336,B4galt5
mmu00513,Various types of N-glycan biosynthesis
320302,Glt28d2
67574,Alg13
66789,Alg14
208211,Alg1
56737,Alg2
207958,Alg11
208624,Alg3
102580,Alg9
223774,Alg12
16430,Stt3a
68292,Stt3b
103963,Rpn1
20014,Rpn2
13135,Dad1
80286,Tusc3
13200,Ddost
227619,Man1b1
17155,Man1a
17156,Man1a2
230815,Man1c1
17308,Mgat1
17158,Man2a1
140481,Man2a2
217664,Mgat2
15211,Hexa
15212,Hexb
53618,Fut8
238023,Hexdc
67569,Mgat4c
103534,Mgat4b
269181,Mgat4a
67555,Mgat4d
14595,B4galt1
53418,B4galt2
57370,B4galt3
20441,St3gal3
330406,B4galnt3
330671,B4galnt4
68947,Chst8
71367,Chst9
mmu00514,Other types of O-glycan biosynthesis
108155,Ogt
101351,Eogt
140484,Pofut1
80294,Pofut2
16848,Lfng
17305,Mfng
19719,Rfng
14595,B4galt1
53418,B4galt2
57370,B4galt3
20440,St6gal1
240119,St6gal2
20441,St3gal3
381694,B3glct
224143,Poglut1
223827,Gxylt1
232313,Gxylt2
268880,Xxylt1
234407,Colgalt1
269132,Colgalt2
26433,Plod3
99011,Pomt1
217734,Pomt2
14423,Galnt1
171212,Galnt10
108760,Galnt16
207839,Galnt6
108150,Galnt7
241391,Galnt5
212996,Galnt17
230145,Galnt12
271786,Galnt13
108148,Galnt2
14426,Galnt4
233733,Galnt18
71685,Galnt14
67909,Galntl5
14425,Galnt3
231050,Galnt11
78754,Galnt15
270049,Galntl6
94192,C1galt1
59048,C1galt1c1
mmu00515,Mannose type O-glycan biosynthesis
99011,Pomt1
217734,Pomt2
68273,Pomgnt1
14595,B4galt1
53418,B4galt2
57370,B4galt3
20441,St3gal3
76898,B3gat1
280645,B3gat2
98388,Chst10
14348,Fut9
14345,Fut4
268510,Mgat5b
215494,Pomgnt2
97884,B3galnt2
74653,Pomk
75847,Crppa
246179,Fktn
243853,Fkrp
216395,Rxylt1
108902,B4gat1
228366,Large2
16795,Large1
mmu00520,Amino sugar and nucleotide sugar metabolism
81600,Chia1
71884,Chit1
15211,Hexa
15212,Hexb
56174,Nagk
109785,Pgm3
107652,Uap1
227620,Uap1l1
50798,Gne
19703,Renbp
94181,Nans
67311,Nanp
74091,Npl
12764,Cmas
12763,Cmah
72017,Cyb5r1
109754,Cyb5r3
320635,Cyb5r2
230582,Cyb5rl
266690,Cyb5r4
15277,Hk2
212032,Hk3
15275,Hk1
216019,Hkdc1
245847,Amdhd2
54342,Gnpnat1
26384,Gnpda1
67980,Gnpda2
14583,Gfpt1
14584,Gfpt2
67883,Uxs1
103988,Gck
14751,Gpi1
72157,Pgm1
66681,Pgm2
216558,Ugp2
22235,Ugdh
14635,Galk1
14430,Galt
74246,Gale
54128,Pmm2
29858,Pmm1
331026,Gmppb
69080,Gmppa
218138,Gmds
110119,Mpi
234730,Fcsk
75540,Fpgt
22122,Tsta3
mmu00524,Neomycin; kanamycin and gentamicin biosynthesis
15277,Hk2
212032,Hk3
15275,Hk1
216019,Hkdc1
103988,Gck
mmu00531,Glycosaminoglycan degradation
20690,Spam1
15586,Hyal1
15587,Hyal2
74468,Hyal5
77042,Hyal4
109685,Hyal3
74409,Hyal6
110006,Gusb
15931,Ids
15932,Idua
11881,Arsb
15442,Hpse
545291,Hpse2
27029,Sgsh
52120,Hgsnat
27419,Naglu
50917,Galns
12091,Glb1
75612,Gns
15211,Hexa
15212,Hexb
mmu00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
233781,Xylt1
217119,Xylt2
218271,B4galt7
117592,B3galt6
72727,B3gat3
78752,Csgalnact2
234356,Csgalnact1
269941,Chsy1
78923,Chsy3
74241,Chpf
100910,Chpf2
212898,Dse
58250,Chst11
59031,Chst12
71797,Chst13
53374,Chst3
60322,Chst7
77590,Chst15
338362,Ust
72136,Chst14
mmu00533,Glycosaminoglycan biosynthesis - keratan sulfate
53618,Fut8
14595,B4galt1
53418,B4galt2
57370,B4galt3
53625,B3gnt2
56773,Chst5
56375,B4galt4
227327,B3gnt7
76969,Chst1
20441,St3gal3
54371,Chst2
26887,Chst4
20442,St3gal1
20444,St3gal2
mmu00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin
233781,Xylt1
217119,Xylt2
218271,B4galt7
117592,B3galt6
72727,B3gat3
58193,Extl2
54616,Extl3
56219,Extl1
14042,Ext1
14043,Ext2
15531,Ndst1
17423,Ndst2
83398,Ndst3
64580,Ndst4
93683,Glce
23908,Hs2st1
50785,Hs6st1
50786,Hs6st2
50787,Hs6st3
15476,Hs3st1
195646,Hs3st2
15478,Hs3st3a1
54710,Hs3st3b1
319415,Hs3st5
mmu00561,Glycerolipid metabolism
235582,Glyctk
11669,Aldh2
11671,Aldh3a2
72535,Aldh1b1
110695,Aldh7a1
56752,Aldh9a1
11997,Akr1b7
14187,Akr1b8
11677,Akr1b3
67861,Akr1b10
58810,Akr1a1
225913,Tkfc
14933,Gk
14626,Gk2
14732,Gpam
215456,Gpat2
102247,Gpat4
231510,Gpat3
55979,Agpat1
67512,Agpat2
28169,Agpat3
68262,Agpat4
52123,Agpat5
225010,Lclat1
218121,Mboat1
67216,Mboat2
19012,Plpp1
50784,Plpp2
67916,Plpp3
14245,Lpin1
64899,Lpin3
64898,Lpin2
71910,Plpp5
381925,Plpp4
13139,Dgka
110197,Dgkg
110524,Dgkq
104418,Dgkz
217480,Dgkb
56077,Dgke
320127,Dgki
380921,Dgkh
227333,Dgkd
331374,Dgkk
13350,Dgat1
67800,Dgat2
12613,Cel
66853,Pnpla2
116939,Pnpla3
69060,Pnlip
18946,Pnliprp1
18947,Pnliprp2
15450,Lipc
67717,Lipf
16891,Lipg
16956,Lpl
69923,Agk
23945,Mgll
68393,Mogat1
233549,Mogat2
11605,Gla
mmu00562,Inositol phosphate metabolism
225326,Pik3c3
17772,Mtm1
53332,Mtmr1
77116,Mtmr2
170749,Mtmr4
74302,Mtmr3
219135,Mtmr6
54384,Mtmr7
97287,Mtmr14
224020,Pi4ka
107650,Pi4kb
84095,Pi4k2a
67073,Pi4k2b
83493,Sacm1l
101490,Inpp5f
18717,Pip5k1c
18719,Pip5k1b
18720,Pip5k1a
227733,Pip5kl1
320634,Ocrl
16330,Inpp5b
64436,Inpp5e
104015,Synj1
20975,Synj2
18706,Pik3ca
18707,Pik3cd
74769,Pik3cb
30955,Pik3cg
19211,Pten
16331,Inpp5d
16332,Inppl1
18704,Pik3c2a
18705,Pik3c2g
240752,Pik3c2b
269180,Inpp4a
234515,Inpp4b
18711,Pikfyve
103199,Fig4
117150,Pip4k2c
18718,Pip4k2a
108083,Pip4k2b
18795,Plcb1
18797,Plcb3
18798,Plcb4
18796,Plcb2
18799,Plcd1
72469,Plcd3
18802,Plcd4
74055,Plce1
18803,Plcg1
234779,Plcg2
114875,Plcz1
269437,Plch1
269615,Plch2
114663,Impa2
55980,Impa1
242291,Bpnt2
52858,Cdipt
71780,Isyna1
16329,Inpp1
212111,Inpp5a
17330,Minpp1
320404,Itpkb
228550,Itpka
233011,Itpkc
217837,Itpk1
69718,Ipmk
75678,Ippk
56727,Miox
104776,Aldh6a1
21991,Tpi1
mmu00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
18700,Piga
67292,Pigc
110417,Pigh
56176,Pigp
14755,Pigq
66268,Pigyl
13481,Dpm2
327942,Pigl
70325,Pigw
14756,Gpld1
67556,Pigm
72084,Pigx
230801,Pigv
27392,Pign
55981,Pigb
56703,Pigo
18701,Pigf
14731,Gpaa1
329777,Pigk
276846,Pigs
78928,Pigt
228812,Pigu
241062,Pgap1
239827,Pigz
433931,Pigg
mmu00564,Glycerophospholipid metabolism
14555,Gpd1
333433,Gpd1l
14571,Gpd2
14732,Gpam
215456,Gpat2
102247,Gpat4
231510,Gpat3
55979,Agpat1
67512,Agpat2
28169,Agpat3
68262,Agpat4
52123,Agpat5
225010,Lclat1
218121,Mboat1
67216,Mboat2
14712,Gnpat
66358,Adprm
19012,Plpp1
50784,Plpp2
67916,Plpp3
14245,Lpin1
64899,Lpin3
64898,Lpin2
71910,Plpp5
381925,Plpp4
13139,Dgka
110197,Dgkg
110524,Dgkq
104418,Dgkz
217480,Dgkb
56077,Dgke
320127,Dgki
380921,Dgkh
227333,Dgkd
331374,Dgkk
212862,Chpt1
99712,Cept1
18806,Pld2
18805,Pld1
18807,Pld3
104759,Pld4
16816,Lcat
26971,Pla2g2f
18778,Pla2g1b
18781,Pla2g2c
18784,Pla2g5
18782,Pla2g2d
26970,Pla2g2e
66350,Pla2g12a
69836,Pla2g12b
26565,Pla2g10
18780,Pla2g2a
237625,Pla2g3
329502,Pla2g4e
18783,Pla2g4a
211429,Pla2g4b
232889,Pla2g4c
78390,Pla2g4d
271844,Pla2g4f
53357,Pla2g6
665270,Plb1
225845,Plaat3
270084,Lpcat2
210992,Lpcat1
70902,Lpcat2b
99010,Lpcat4
14792,Lpcat3
18777,Lypla1
192654,Pla2g15
26394,Lypla2
50767,Pnpla6
241274,Pnpla7
74182,Gpcpd1
12647,Chat
11423,Ache
12660,Chka
12651,Chkb
237928,Phospho1
13026,Pcyt1a
236899,Pcyt1b
28042,Selenoi
75320,Etnk1
214253,Etnk2
68671,Pcyt2
71760,Etnppl
18618,Pemt
74596,Cds1
110911,Cds2
85031,Pla1a
19210,Ptdss1
27388,Ptdss2
320951,Pisd
74451,Pgs1
66586,Crls1
66826,Taz
226856,Lpgat1
52858,Cdipt
77582,Mboat7
mmu00565,Ether lipid metabolism
228061,Agps
19012,Plpp1
50784,Plpp2
67916,Plpp3
28042,Selenoi
212862,Chpt1
99712,Cept1
26971,Pla2g2f
18778,Pla2g1b
18781,Pla2g2c
18784,Pla2g5
18782,Pla2g2d
26970,Pla2g2e
66350,Pla2g12a
69836,Pla2g12b
26565,Pla2g10
18780,Pla2g2a
237625,Pla2g3
329502,Pla2g4e
18783,Pla2g4a
211429,Pla2g4b
232889,Pla2g4c
78390,Pla2g4d
271844,Pla2g4f
53357,Pla2g6
665270,Plb1
225845,Plaat3
99010,Lpcat4
320981,Enpp6
18606,Enpp2
68616,Gdpd3
66569,Gdpd1
68255,Tmem86b
18806,Pld2
18805,Pld1
18807,Pld3
104759,Pld4
22239,Ugt8a
53897,Gal3st1
270084,Lpcat2
210992,Lpcat1
70902,Lpcat2b
18472,Pafah1b1
18475,Pafah1b2
18476,Pafah1b3
100163,Pafah2
27226,Pla2g7
mmu00590,Arachidonic acid metabolism
26971,Pla2g2f
18778,Pla2g1b
18781,Pla2g2c
18784,Pla2g5
18782,Pla2g2d
26970,Pla2g2e
66350,Pla2g12a
69836,Pla2g12b
26565,Pla2g10
18780,Pla2g2a
237625,Pla2g3
329502,Pla2g4e
18783,Pla2g4a
211429,Pla2g4b
232889,Pla2g4c
78390,Pla2g4d
271844,Pla2g4f
53357,Pla2g6
665270,Plb1
225845,Plaat3
19224,Ptgs1
19225,Ptgs2
64292,Ptges
96979,Ptges2
56351,Ptges3
12408,Cbr1
12409,Cbr2
109857,Cbr3
66469,Prxl2b
21391,Tbxas1
19215,Ptgds
54486,Hpgds
19223,Ptgis
11689,Alox5
16993,Lta4h
72054,Cyp4f18
64385,Cyp4f14
170716,Cyp4f13
17001,Ltc4s
14598,Ggt1
23887,Ggt5
14775,Gpx1
14776,Gpx2
14778,Gpx3
14780,Gpx5
67305,Gpx7
75512,Gpx6
69590,Gpx8
13106,Cyp2e1
665095,Cyp2j8
230459,Cyp2j13
100066,Cyp2j11
74519,Cyp2j9
13109,Cyp2j5
242546,Cyp2j12
13110,Cyp2j6
71519,Cyp2u1
13118,Cyp4a12b
13117,Cyp4a10
13119,Cyp4a14
435802,Cyp4a30b
230639,Cyp4a29
666168,Cyp4a31
100040843,Cyp4a32
277753,Cyp4a12a
11684,Alox12
11685,Alox12e
11686,Alox12b
11688,Alox8
13088,Cyp2b10
13089,Cyp2b13
13090,Cyp2b19
13094,Cyp2b9
243881,Cyp2b23
13097,Cyp2c38
13098,Cyp2c39
13099,Cyp2c40
226143,Cyp2c23
13095,Cyp2c29
226105,Cyp2c70
13096,Cyp2c37
72082,Cyp2c55
72303,Cyp2c65
69888,Cyp2c66
107141,Cyp2c50
404195,Cyp2c54
433247,Cyp2c68
13850,Ephx2
11687,Alox15
mmu00591,Linoleic acid metabolism
26971,Pla2g2f
18778,Pla2g1b
18781,Pla2g2c
18784,Pla2g5
18782,Pla2g2d
26970,Pla2g2e
66350,Pla2g12a
69836,Pla2g12b
26565,Pla2g10
18780,Pla2g2a
237625,Pla2g3
329502,Pla2g4e
18783,Pla2g4a
211429,Pla2g4b
232889,Pla2g4c
78390,Pla2g4d
271844,Pla2g4f
53357,Pla2g6
665270,Plb1
225845,Plaat3
11687,Alox15
13077,Cyp1a2
13097,Cyp2c38
13098,Cyp2c39
13099,Cyp2c40
226143,Cyp2c23
13095,Cyp2c29
226105,Cyp2c70
13096,Cyp2c37
72082,Cyp2c55
72303,Cyp2c65
69888,Cyp2c66
107141,Cyp2c50
404195,Cyp2c54
433247,Cyp2c68
665095,Cyp2j8
230459,Cyp2j13
100066,Cyp2j11
74519,Cyp2j9
13109,Cyp2j5
242546,Cyp2j12
13110,Cyp2j6
13106,Cyp2e1
13112,Cyp3a11
13113,Cyp3a13
13114,Cyp3a16
56388,Cyp3a25
53973,Cyp3a41a
337924,Cyp3a44
100041375,Cyp3a41b
mmu00592,alpha-Linolenic acid metabolism
26971,Pla2g2f
18778,Pla2g1b
18781,Pla2g2c
18784,Pla2g5
18782,Pla2g2d
26970,Pla2g2e
66350,Pla2g12a
69836,Pla2g12b
26565,Pla2g10
18780,Pla2g2a
237625,Pla2g3
329502,Pla2g4e
18783,Pla2g4a
211429,Pla2g4b
232889,Pla2g4c
78390,Pla2g4d
271844,Pla2g4f
53357,Pla2g6
665270,Plb1
225845,Plaat3
56473,Fads2
80911,Acox3
11430,Acox1
113868,Acaa1a
235674,Acaa1b
mmu00600,Sphingolipid metabolism
20773,Sptlc2
268656,Sptlc1
228677,Sptlc3
70750,Kdsr
545975,Cers3
76893,Cers2
93898,Cers1
67260,Cers4
241447,Cers6
71949,Cers5
11886,Asah1
54447,Asah2
230379,Acer2
171168,Acer1
66190,Acer3
70059,Degs2
13244,Degs1
619326,9130409I23Rik
208449,Sgms1
74442,Sgms2
20597,Smpd1
20598,Smpd2
58994,Smpd3
77626,Smpd4
238011,Enpp7
223753,Cerk
19012,Plpp1
50784,Plpp2
67916,Plpp3
81535,Sgpp1
433323,Sgpp2
56632,Sphk2
20698,Sphk1
20397,Sgpl1
22234,Ugcg
14466,Gba
230101,Gba2
56386,B4galt6
12091,Glb1
22239,Ugt8a
14420,Galc
53897,Gal3st1
11883,Arsa
18010,Neu1
50877,Neu3
241159,Neu4
23956,Neu2
11605,Gla
mmu00601,Glycosphingolipid biosynthesis - lacto and neolacto series
108105,B3gnt5
102637973,Gm34653
26877,B3galt1
26878,B3galt2
93961,B3galt5
14343,Fut1
14344,Fut2
56546,Sec1
20441,St3gal3
20443,St3gal4
14594,Ggta1
80908,Abo
14595,B4galt1
53418,B4galt2
57370,B4galt3
56375,B4galt4
14348,Fut9
14345,Fut4
14347,Fut7
54613,St3gal6
20449,St8sia1
239559,A4galt
26879,B3galnt1
53625,B3gnt2
72297,B3gnt3
231727,B3gnt4
14538,Gcnt2
mmu00603,Glycosphingolipid biosynthesis - globo and isoglobo series
215493,A3galt2
26879,B3galnt1
227671,Gbgt1
239559,A4galt
11605,Gla
93961,B3galt5
15211,Hexa
15212,Hexb
17939,Naga
14343,Fut1
14344,Fut2
56546,Sec1
20442,St3gal1
20444,St3gal2
20449,St8sia1
14348,Fut9
mmu00604,Glycosphingolipid biosynthesis - ganglio series
14421,B4galnt1
54218,B3galt4
20444,St3gal2
20442,St3gal1
225742,St8sia5
20454,St3gal5
20449,St8sia1
11416,Slc33a1
20447,St6galnac3
20448,St6galnac4
26938,St6galnac5
50935,St6galnac6
12091,Glb1
15211,Hexa
15212,Hexb
mmu00620,Pyruvate metabolism
68738,Acss1
60525,Acss2
18597,Pdha1
18598,Pdha2
68263,Pdhb
235339,Dlat
13382,Dld
18746,Pkm
18770,Pklr
107476,Acaca
100705,Acacb
66204,Acyp1
75572,Acyp2
11669,Aldh2
11671,Aldh3a2
72535,Aldh1b1
110695,Aldh7a1
56752,Aldh9a1
74156,Acot12
16828,Ldha
16832,Ldhb
16833,Ldhc
106557,Ldhal6b
52815,Ldhd
109801,Glo1
14651,Hagh
76238,Grhpr
107029,Me2
17436,Me1
109264,Me3
18563,Pcx
17449,Mdh1
17448,Mdh2
14194,Fh1
18534,Pck1
74551,Pck2
110460,Acat2
110446,Acat1
mmu00630,Glyoxylate and dicarboxylate metabolism
68738,Acss1
60525,Acss2
17449,Mdh1
17448,Mdh2
12974,Cs
71832,Csl
11429,Aco2
11428,Aco1
110460,Acat2
110446,Acat1
73724,Mcee
110821,Pcca
66904,Pccb
17850,Mmut
56185,Hao2
15112,Hao1
12359,Cat
76238,Grhpr
67078,Pgp
11611,Agxt
14645,Glul
20425,Shmt1
108037,Shmt2
104174,Gldc
434437,Amt
13382,Dld
68133,Gcsh
68180,Hyi
235582,Glyctk
67432,Hoga1
71562,Afmid
mmu00640,Propanoate metabolism
68738,Acss1
60525,Acss2
380660,Acss3
12039,Bckdha
12040,Bckdhb
13171,Dbt
13382,Dld
11409,Acads
80911,Acox3
11430,Acox1
97212,Hadha
74147,Ehhadh
93747,Echs1
227095,Hibch
107476,Acaca
100705,Acacb
56690,Mlycd
268860,Abat
110821,Pcca
66904,Pccb
52665,Echdc1
73724,Mcee
17850,Mmut
56451,Suclg1
20917,Suclg2
20916,Sucla2
104776,Aldh6a1
16828,Ldha
16832,Ldhb
16833,Ldhc
106557,Ldhal6b
110460,Acat2
110446,Acat1
mmu00650,Butanoate metabolism
110460,Acat2
110446,Acat1
15107,Hadh
97212,Hadha
74147,Ehhadh
93747,Echs1
11409,Acads
117147,Acsm1
233799,Acsm2
233801,Acsm4
272428,Acsm5
20216,Acsm3
217666,L2hgdh
14415,Gad1
14417,Gad2
268860,Abat
214579,Aldh5a1
208715,Hmgcs1
15360,Hmgcs2
15356,Hmgcl
208982,Hmgcll1
67041,Oxct1
64059,Oxct2a
353371,Oxct2b
78894,Aacs
69772,Bdh2
71911,Bdh1
mmu00670,One carbon pool by folate
13361,Dhfr
270685,Mthfd1l
108156,Mthfd1
17768,Mthfd2
665563,Mthfd2l
20425,Shmt1
108037,Shmt2
14450,Gart
108147,Atic
14317,Ftcd
69606,Mtfmt
434437,Amt
238505,Mtr
22171,Tyms
107747,Aldh1l1
216188,Aldh1l2
17769,Mthfr
107885,Mthfs
100039707,Mthfsl
mmu00730,Thiamine metabolism
18041,Nfs1
66566,Ntpcr
11650,Alppl2
11648,Akp3
11647,Alpl
76768,Alpi
11431,Acp1
29807,Tpk1
11637,Ak2
11639,Ak4
11636,Ak1
229949,Ak5
78801,Ak7
68870,Ak8
105663,Thtpa
mmu00740,Riboflavin metabolism
54391,Rfk
11433,Acp5
11431,Acp1
11432,Acp2
319945,Flad1
18605,Enpp1
209558,Enpp3
233016,Blvrb
mmu00750,Vitamin B6 metabolism
103711,Pnpo
216134,Pdxk
57028,Pdxp
73373,Phospho2
213043,Aox2
11761,Aox1
71872,Aox4
71724,Aox3
107272,Psat1
mmu00760,Nicotinate and nicotinamide metabolism
68352,Aspdh
67375,Qprt
223646,Naprt
18950,Pnp
667034,Pnp2
225994,Nmrk1
69564,Nmrk2
76952,Nt5c2
107569,Nt5c3
70881,Nt5c1b
230718,Nt5c1a
50773,Nt5c
103850,Nt5m
68106,Nt5c3b
66763,Nt5el
23959,Nt5e
74080,Nmnat3
66454,Nmnat1
226518,Nmnat2
18605,Enpp1
209558,Enpp3
67993,Nudt12
78914,Nadsyn1
59027,Nampt
11871,Art2a
11872,Art2b
12494,Cd38
12182,Bst1
93759,Sirt1
64383,Sirt2
64384,Sirt3
75387,Sirt4
68346,Sirt5
50721,Sirt6
209011,Sirt7
192185,Nadk
68646,Nadk2
18115,Nnt
18113,Nnmt
213043,Aox2
11761,Aox1
71872,Aox4
71724,Aox3
mmu00770,Pantothenate and CoA biosynthesis
269614,Pank4
211347,Pank3
74450,Pank2
75735,Pank1
106564,Ppcs
66812,Ppcdc
18605,Enpp1
209558,Enpp3
71743,Coasy
67618,Aasdhppt
22361,Vnn1
26464,Vnn3
12035,Bcat1
12036,Bcat2
99586,Dpyd
64705,Dpys
103149,Upb1
73748,Gadl1
mmu00780,Biotin metabolism
71147,Oxsm
110948,Hlcs
26363,Btd
mmu00785,Lipoic acid metabolism
67164,Lipt2
79464,Lias
623661,Lipt1
117147,Acsm1
mmu00790,Folate biosynthesis
14528,Gch1
11650,Alppl2
11648,Akp3
11647,Alpl
76768,Alpi
13361,Dhfr
14287,Fpgs
14590,Ggh
19286,Pts
20751,Spr
11997,Akr1b7
14187,Akr1b8
11677,Akr1b3
67861,Akr1b10
12408,Cbr1
110391,Qdpr
13180,Pcbd1
72562,Pcbd2
18478,Pah
21823,Th
21990,Tph1
216343,Tph2
56738,Mocs1
17434,Mocs2
268566,Gphn
68591,Mocos
mmu00830,Retinol metabolism
63857,Bco1
11522,Adh1
11529,Adh7
26876,Adh4
11532,Adh5
20148,Dhrs3
28200,Dhrs4
241452,Dhrs9
235033,Rdh8
98711,Rdh10
17252,Rdh11
77974,Rdh12
216453,Rdh19
216454,Rdh16f2
19683,Rdh16
103142,Rdh9
107605,Rdh1
54150,Rdh7
242285,Sdr16c5
27400,Hsd17b6
79235,Lrat
13350,Dgat1
245532,Awat2
19892,Rpe65
19682,Rdh5
213043,Aox2
11761,Aox1
71872,Aox4
71724,Aox3
26358,Aldh1a7
19378,Aldh1a2
11668,Aldh1a1
13082,Cyp26a1
232174,Cyp26b1
546726,Cyp26c1
13076,Cyp1a1
13077,Cyp1a2
13086,Cyp2a4
13087,Cyp2a5
13085,Cyp2a12
13088,Cyp2b10
13089,Cyp2b13
13090,Cyp2b19
13094,Cyp2b9
243881,Cyp2b23
13097,Cyp2c38
13098,Cyp2c39
13099,Cyp2c40
226143,Cyp2c23
13095,Cyp2c29
226105,Cyp2c70
13096,Cyp2c37
72082,Cyp2c55
72303,Cyp2c65
69888,Cyp2c66
107141,Cyp2c50
404195,Cyp2c54
433247,Cyp2c68
74134,Cyp2s1
13112,Cyp3a11
13113,Cyp3a13
13114,Cyp3a16
56388,Cyp3a25
53973,Cyp3a41a
337924,Cyp3a44
100041375,Cyp3a41b
13118,Cyp4a12b
13117,Cyp4a10
13119,Cyp4a14
435802,Cyp4a30b
230639,Cyp4a29
666168,Cyp4a31
100040843,Cyp4a32
277753,Cyp4a12a
22238,Ugt2b5
22236,Ugt1a2
94284,Ugt1a6a
94215,Ugt2a1
394434,Ugt1a9
394430,Ugt1a10
394432,Ugt1a7c
394433,Ugt1a5
72094,Ugt2a3
552899,Ugt2a2
71773,Ugt2b1
394435,Ugt1a6b
394436,Ugt1a1
100727,Ugt2b34
231396,Ugt2b36
100559,Ugt2b38
112417,Ugt2b37
243085,Ugt2b35
67442,Retsat
mmu00860,Porphyrin and chlorophyll metabolism
11656,Alas2
11655,Alas1
67417,Ears2
107508,Eprs
17025,Alad
15288,Hmbs
22276,Uros
22275,Urod
12892,Cpox
19044,Ppox
14151,Fech
70383,Cox10
226139,Cox15
77697,Mmab
15368,Hmox1
15369,Hmox2
109778,Blvra
233016,Blvrb
22238,Ugt2b5
22236,Ugt1a2
94284,Ugt1a6a
94215,Ugt2a1
394434,Ugt1a9
394430,Ugt1a10
394432,Ugt1a7c
394433,Ugt1a5
72094,Ugt2a3
552899,Ugt2a2
71773,Ugt2b1
394435,Ugt1a6b
394436,Ugt1a1
100727,Ugt2b34
231396,Ugt2b36
100559,Ugt2b38
112417,Ugt2b37
243085,Ugt2b35
110006,Gusb
15159,Hccs
12870,Cp
15203,Heph
14297,Fxn
mmu00900,Terpenoid backbone biosynthesis
110460,Acat2
110446,Acat1
208715,Hmgcs1
15360,Hmgcs2
15357,Hmgcr
17855,Mvk
68603,Pmvk
192156,Mvd
319554,Idi1
320581,Idi2
102635781,Gm38481
110196,Fdps
14593,Ggps1
56075,Pdss1
71365,Pdss2
67422,Dhdds
52014,Nus1
14272,Fnta
110606,Fntb
19671,Rce1
230709,Zmpste24
57295,Icmt
66881,Pcyox1
mmu00910,Nitrogen metabolism
14661,Glud1
14645,Glul
227231,Cps1
12350,Car3
12352,Car5a
12353,Car6
23831,Car14
56078,Car5b
12346,Car1
230099,Car9
76459,Car12
12354,Car7
12319,Car8
80733,Car15
71934,Car13
12349,Car2
12351,Car4
mmu00920,Sulfur metabolism
23972,Papss2
23971,Papss1
23827,Bpnt1
242291,Bpnt2
211389,Suox
59010,Sqor
66071,Ethe1
246221,Mpst
22117,Tst
20342,Selenbp2
20341,Selenbp1
mmu00970,Aminoacyl-tRNA biosynthesis
17726,TrnA
17741,TrnR
17738,TrnN
17728,TrnD
17727,TrnC
17740,TrnQ
17729,TrnE
17731,TrnG
17732,TrnH
17733,TrnI
17736,TrnL2
17735,TrnL1
17734,TrnK
17737,TrnM
17730,TrnF
17739,TrnP
17743,TrnS2
17742,TrnS1
17744,TrnT
17746,TrnW
